feature_name,feature_set_config,dataset_name,condition_name,target_name,score,p_value,correlation,selected,feature_group,interpretation,selection_split,selection_scope,feature_grain,train_bearings,held_out_bearing,overlaps_manual_19
"horizontal__fft_coefficient__attr_""imag""__coeff_0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__large_standard_deviation__r_0.30000000000000004,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.30000000000000004 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__sum_values,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel sum values statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__has_duplicate_min,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel has duplicate min statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__abs_energy,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,energy,horizontal channel abs energy statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__query_similarity_count__query_None__threshold_0.0,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,shape,vertical channel query similarity count  query None  threshold 0.0 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__large_standard_deviation__r_0.25,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.25 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__root_mean_square,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,energy,horizontal channel root mean square statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__mean,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel mean statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__length,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,shape,horizontal channel length statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__large_standard_deviation__r_0.45,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.45 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__large_standard_deviation__r_0.55,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.55 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__large_standard_deviation__r_0.35000000000000003,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.35000000000000003 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__ratio_beyond_r_sigma__r_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel ratio beyond r sigma  r 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__ratio_beyond_r_sigma__r_7,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel ratio beyond r sigma  r 7 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__large_standard_deviation__r_0.5,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.5 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__ratio_beyond_r_sigma__r_6,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel ratio beyond r sigma  r 6 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__large_standard_deviation__r_0.4,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.4 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__variance,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel variance statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__fft_coefficient__attr_""real""__coeff_0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__standard_deviation,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel standard deviation statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__symmetry_looking__r_0.75,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel symmetry looking  r 0.75 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__large_standard_deviation__r_0.65,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.65 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__large_standard_deviation__r_0.7000000000000001,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,horizontal channel large standard deviation  r 0.7000000000000001 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__symmetry_looking__r_0.25,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel symmetry looking  r 0.25 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__symmetry_looking__r_0.9500000000000001,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel symmetry looking  r 0.9500000000000001 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__root_mean_square,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,energy,vertical channel root mean square statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__variance,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,vertical channel variance statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__large_standard_deviation__r_0.05,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,vertical channel large standard deviation  r 0.05 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__standard_deviation,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,vertical channel standard deviation statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__length,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,shape,vertical channel length statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__large_standard_deviation__r_0.1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,vertical channel large standard deviation  r 0.1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__mean,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel mean statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
horizontal__symmetry_looking__r_0.30000000000000004,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel symmetry looking  r 0.30000000000000004 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__abs_energy,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,energy,vertical channel abs energy statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__sum_values,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel sum values statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__symmetry_looking__r_0.35000000000000003,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel symmetry looking  r 0.35000000000000003 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__large_standard_deviation__r_0.25,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,distribution,vertical channel large standard deviation  r 0.25 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__has_duplicate_max,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel has duplicate max statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__has_duplicate_max,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel has duplicate max statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__symmetry_looking__r_0.4,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel symmetry looking  r 0.4 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__query_similarity_count__query_None__threshold_0.0,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,shape,horizontal channel query similarity count  query None  threshold 0.0 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__symmetry_looking__r_0.45,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel symmetry looking  r 0.45 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__symmetry_looking__r_0.9,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel symmetry looking  r 0.9 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__symmetry_looking__r_0.2,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel symmetry looking  r 0.2 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__symmetry_looking__r_0.15000000000000002,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,horizontal channel symmetry looking  r 0.15000000000000002 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__symmetry_looking__r_0.45,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0,1.0,0.0,False,time_domain,vertical channel symmetry looking  r 0.45 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
